Nome,Marca,Unidade,Preço,Preço anterior,Preço por unidade
Fideuá Carretilla 250g,,,"2,65 €",,"10,60 €/Kilogramo"
Kit para cocinar Rana Tagliatelle fresca a la carbonara 408 g,,,"4,49 €",,"11,00 €/Kilogramo"
Lasaña de carne La Cuina con salsa boloñesa gratinada 350 g,,,"2,60 €",,"7,43 €/Kilogramo"
Macarrones con salsa boloñesa La Cuina 280 g,,,"1,95 €",,"6,96 €/Kilogramo"
Tagliatelle con salsa carbonara La Cuina 280 g,,,"1,95 €",,"6,96 €/Kilogramo"
Bocaditos Sensational Mediterranean Garden Gourmet 160 g,,,"3,95 €",,"24,69 €/Kilogramo"
Burger deluxe Garden Gourmet vegetariana 4 u 180 g,,,"3,50 €",,"19,44 €/Kilogramo"
Burger The Vegetarian Butcher tipo pollo 2x80 g,,,"3,99 €",,"24,94 €/Kilogramo"
Burger vegetal Sensational Garden Gourmet a base de proteína de soja y trigo 226 g,,,"3,95 €",,"17,48 €/Kilogramo"
Croquetas Green&Veggie de boletus biológicas 8 u 250 g,,,"3,25 €",,"13,00 €/Kilogramo"
Embutido vegano Calabizo calabaza 100% vegetal 120 g,,,"7,69 €",,"64,08 €/Kilogramo"
Empanado Garden Gourmet vegetal con proteína de soja y trigo 180 g,,,"3,50 €",,"19,44 €/Kilogramo"
Guisantes con jamón Carretilla 300 g,,,"2,59 €",,"8,63 €/Kilogramo"
Hamburguesa vegetal Green&Veggie al curry biológica 2x100 g,,,"2,55 €",,"12,75 €/Kilogramo"
Hamburguesa vegetal Green&Veggie de brócoli biológico 2x100 g,,,"2,39 €",,"11,95 €/Kilogramo"
Hamburguesa vegetal Green&Veggie hortelana biológica 2x100 g,,,"2,45 €",,"12,25 €/Kilogramo"
Hamburguesa vegetal Green&Veggie original biológica 2x100 g,,,"2,99 €",,"14,95 €/Kilogramo"
Preparado vegetal Vuna Garden Gourmet a base de proteína de guisante sabor atún 175 g,,,"5,50 €",,"31,43 €/Kilogramo"
Quinoa Brillante vasito blanca y roja 2x125 g,,,"1,56 €",,"6,24 €/Kilogramo"
Quinoa Brillante vasito integral 2x125 g,,,"1,56 €",,"6,24 €/Kilogramo"
Rebeldes de corral The Vegetarian Butcher trozos veganos a base de soja 160 g,,,"3,99 €",,"24,94 €/Kilogramo"
Seitán Green&Veggie laminado biológico 300 g,,,"2,99 €",,"9,97 €/Kilogramo"
Tofu Green&Veggie ahumado biológico 200 g,,,"1,39 €",,"6,95 €/Kilogramo"
Tofu Green&Veggie natural biológico 200 g,,,"1,45 €",,"7,25 €/Kilogramo"
Vegalia Viena Vegetariana 200 g,,,"2,35 €",,"11,75 €/Kilogramo"
Bollo de pan relleno Bokatta sabores del mundo (cantonés y yankee) 4x80 g,,,"2,95 €",,"9,22 €/Kilogramo"
Cheese Burger Palacios 2x125 g,,,"2,65 €",,"10,60 €/Kilogramo"
Flautas Froiz jamón y bacon con Mozzarella y un toque de orégano 275 g,,,"1,79 €",,"6,51 €/Kilogramo"
Flautas Froiz pollo y queso (Cheddar y Gouda) 275 g,,,"1,79 €",,"6,51 €/Kilogramo"
Hamburguesa de vacuno Cheese Burger Brooklyn Town con queso 100% carne clásica 220 g,,,"3,10 €",,"14,09 €/Kilogramo"
"Rosca rústica Trigal de jamón serrano, bacon y queso 420 g",,,"3,10 €",,"7,38 €/Kilogramo"
Sándwich Casa Tarradellas mixto jamón y queso 240 g,,,"1,75 €",,"7,29 €/Kilogramo"
Sándwich Ensalandia pollo 130 g,,,"1,40 €",,"10,77 €/Kilogramo"
Sándwich Ensalandia vegetal 130 g,,,"1,40 €",,"10,77 €/Kilogramo"
Sándwich Froiz atún con tomate 130 g,,,"1,12 €",,"8,62 €/Kilogramo"
Sándwich Froiz cangrejo 130 g,,,"1,19 €",,"9,15 €/Kilogramo"
Sándwich Froiz mixto 130 g,,,"1,19 €",,"9,15 €/Kilogramo"
Hummus Ensalandia 240 g,,,"1,99 €",,"8,29 €/Kilogramo"
Hummus realfooding Shukran 100% natural 240 g,,,"1,44 €","1,69 €","6,00 €/Kilogramo"
Mutabal realfooding Shukran 100% natural 200 g,,,"1,77 €","2,09 €","8,85 €/Kilogramo"
Pincho tortilla patata Palacios receta casera con cebolla 170 g,,,"1,85 €",,"10,88 €/Kilogramo"
Tortilla de patatas Palacios casera con cebolla y huevos camperos 650 g,,,"4,85 €",,"7,46 €/Kilogramo"
Tortilla patata Froiz con cebolla 600 g,,,"2,25 €","2,40 €","3,75 €/Kilogramo"
Sal de mar Maldon 125 g,,,"2,90 €",,"23,20 €/Kilogramo"
Sal marina Froiz fina paquete 1 kg,,,"0,25 €",,"0,25 €/Kilogramo"
Sal marina Froiz fina yodada paquete 1 kg,,,"0,25 €",,"0,25 €/Kilogramo"
Sal marina Froiz gruesa paquete 1 kg,,,"0,25 €",,"0,25 €/Kilogramo"
Sal marina Froiz gruesa yodada paquete 1 kg,,,"0,25 €",,"0,25 €/Kilogramo"
"Sal marina horneado Chalupa 2,5 kg",,,"0,89 €",,"0,36 €/Kilogramo"
Sal marina La Ballena fina caja 1 kg,,,"0,74 €",,"0,74 €/Kilogramo"
Sal marina La Ballena fina yodada caja 1 kg,,,"0,74 €",,"0,74 €/Kilogramo"
Sal marina La Ballena gruesa caja 1 kg,,,"0,74 €",,"0,74 €/Kilogramo"
Sal marina La Ballena gruesa yodada caja 1 kg,,,"0,74 €",,"0,74 €/Kilogramo"
Sal marina Sal Costa -30% sodio 900 g,,,"2,95 €",,"3,28 €/Kilogramo"
Sal Rosa del Himalaya Toque molinillo 105 g,,,"1,59 €",,"15,14 €/Kilogramo"
Sal Rosa Himalaya Toque fina bolsa 250 g,,,"1,79 €",,"7,16 €/Kilogramo"
Sal Santiveri marina gruesa 1 kg,,,"1,25 €",,"1,25 €/Kilogramo"
Sal Santiveri yodada fina 1 kg,,,"1,25 €",,"1,25 €/Kilogramo"
Salero Froiz sal marina de mesa 250 g,,,"0,40 €",,"1,60 €/Kilogramo"
Ketchup Froiz 560 g,,,"1,03 €",,"1,84 €/Kilogramo"
Ketchup Froiz light 540 g,,,"1,21 €",,"2,24 €/Kilogramo"
Ketchup Heinz 460 g,,,"2,99 €",,"6,50 €/Kilogramo"
Ketchup Heinz 50% menos azúcar 500 ml,,,"3,59 €",,"7,18 €/Litro"
Ketchup Heinz 700 g,,,"3,49 €",,"4,99 €/Kilogramo"
Ketchup Orlando Barrilito 300 g,,,"0,99 €",,"3,30 €/Kilogramo"
Ketchup Prima bolsa 15 u 10 g,,,"1,79 €",,"11,93 €/Kilogramo"
Ketchup Prima Original 325 g,,,"1,69 €",,"5,20 €/Kilogramo"
Salsa Prima Cero 570 g,,,"2,79 €",,"4,89 €/Kilogramo"
Mayonesa Alteza dosificador 300 ml,,,"1,15 €",,"3,83 €/Litro"
Mayonesa Alteza frasco 450 ml,,,"1,39 €",,"3,09 €/Litro"
Mayonesa Calvé Bocabajo 430 ml,,,"1,89 €",,"4,40 €/Litro"
Mayonesa Hellmann's 450 ml,,,"2,79 €",,"6,20 €/Litro"
Mayonesa Hellmann's bocabajo 430 ml,,,"2,95 €",,"6,86 €/Litro"
Mayonesa Hellmann's Vegana 280 ml,,,"2,99 €","3,49 €","10,68 €/Litro"
Mayonesa Prima bolsa 15 u 10 g,,,"1,89 €",,"12,60 €/Kilogramo"
Mayonesa Prima Original 400 ml,,,"2,75 €",,"6,88 €/Litro"
Mayonesa Ybarra 400 ml,,,"2,10 €",,"5,25 €/Litro"
Mayonesa Ybarra aceite oliva 225 ml,,,"1,88 €",,"8,36 €/Kilogramo"
Mayonesa Ybarra ecológica 300 ml,,,"2,49 €","3,19 €","8,30 €/Litro"
Mayonesa Ybarra Ligera sin azúcares 225 ml,,,"1,45 €",,"6,44 €/Litro"
Salsa fina Calvé casera 210 ml,,,"1,50 €",,"7,14 €/Litro"
Salsa fina Kraft tradicional 490 ml,,,"1,94 €",,"3,96 €/Litro"
Salsa fina Ligeresa 210 ml,,,"1,12 €",,"5,33 €/Litro"
Salsa fina Ligeresa 425 ml,,,"1,88 €",,"4,42 €/Litro"
Salsa fina Ligeresa bocabajo 430 ml,,,"1,99 €",,"4,63 €/Litro"
Salsa Fina Ligeresa Nature 430 ml,,,"2,25 €",,"5,23 €/Litro"
Mostaza Louit diafana 115 g,,,"1,25 €",,"10,87 €/Kilogramo"
Mostaza Maille a la antigua 210 g,,,"2,99 €",,"14,24 €/Kilogramo"
Mostaza Maille Dijón 215 g,,,"2,99 €",,"13,91 €/Kilogramo"
Mostaza Orlando Barrilito 290 g,,,"0,99 €",,"3,41 €/Kilogramo"
Mostaza Prima bolsitas 15x4 g,,,"1,89 €",,"31,50 €/Kilogramo"
Mostaza Prima Original 330 g,,,"1,79 €",,"5,42 €/Kilogramo"
Carne Pimiento Choricero Emperatriz 180 g,,,"1,59 €",,"8,83 €/Kilogramo"
Chimichurri Lorri bolsita 50g,,,"1,35 €",,"27,00 €/Kilogramo"
Salsa Alioli Suave Prima 300 ml,,,"2,29 €",,"7,63 €/Litro"
Salsa barbacoa Alteza 340 g,,,"0,97 €",,"2,85 €/Kilogramo"
Salsa Barilla Pesti alla Genovese 190 g,,,"2,89 €",,"15,21 €/Kilogramo"
Salsa bechamel Knorr 500 ml,,,"2,69 €",,"5,38 €/Litro"
Salsa brava Orlando barrilito 290 g,,,"0,99 €",,"3,41 €/Kilogramo"
Salsa Calvé Rosa 225 ml,,,"1,69 €",,"7,51 €/Litro"
Salsa Calvé Tártara 225 ml,,,"1,69 €",,"7,51 €/Litro"
Salsa carbonara Knorr 300 ml,,,"2,19 €",,"7,30 €/Litro"
Salsa Cheddar Bacon Orlando bocabajo 235 ml,,,"1,99 €",,"8,47 €/Litro"
Salsa de Tabasco 60 ml,,,"3,09 €",,"51,50 €/Litro"
Salsa de tomate Helios estilo casero 570 g,,,"1,65 €",,"2,89 €/Kilogramo"
Salsa fresca Allioli Chovi estilo casero 180 g,,,"1,59 €",,"8,83 €/Kilogramo"
Salsa fresca Rikisssimo 4 quesos 180 g,,,"1,30 €",,"7,22 €/Kilogramo"
Salsa fresca Rikisssimo setas 200 g,,,"1,30 €",,"6,50 €/Kilogramo"
Salsa Froiz boloñesa frasco 260 g,,,"1,05 €",,"4,04 €/Kilogramo"
Salsa Froiz Napolitana frasco 260 g,,,"1,05 €",,"4,04 €/Kilogramo"
Salsa Gallo boloñesa 350 g,,,"2,10 €",,"6,00 €/Kilogramo"
Salsa Gallo boloñesa vegan 350 g,,,"2,75 €",,"7,86 €/Kilogramo"
Salsa Gallo napolitana 230 g,,,"1,55 €",,"6,74 €/Kilogramo"
Salsa Gallo siciliana 230 g,,,"1,55 €",,"6,74 €/Kilogramo"
Salsa Heinz Curry Mango 220ml,,,"1,99 €",,"9,05 €/Litro"
Salsa Hellmann's bocabajo burger 250 ml,,,"1,85 €",,"7,40 €/Litro"
Salsa Hellmann's especial para ensaladas César 210 ml,,,"1,79 €",,"8,52 €/Litro"
Salsa Lea & Perrins perrins 150 ml,,,"2,59 €",,"17,27 €/Litro"
Salsa Lorri chimichurri 200 ml,,,"2,15 €",,"10,75 €/Litro"
Salsa O'Preve adobo ajo y perejil 175 ml,,,"1,89 €",,"10,80 €/Litro"
Salsa O'Preve churrasco 175 ml,,,"1,89 €",,"10,80 €/Litro"
Salsa picante Lorri piri-piri 200 ml,,,"2,15 €",,"10,75 €/Litro"
Salsa Prima Barbacoa Cero 325 g,,,"1,95 €","2,15 €","6,00 €/Kilogramo"
Salsa Ybarra Cocktail bocabajo 300 ml,,,"2,05 €",,"6,83 €/Litro"
Salsa Ybarra Gaucha bocabajo 300 ml,,,"1,49 €","1,85 €","4,97 €/Litro"
Salsa Ybarra Texas Barbacoa bocabajo 250 ml,,,"1,49 €","1,89 €","5,96 €/Litro"
Salsa Gallina Blanca bechamel horno 39 g,,,"1,05 €",,"26,92 €/Kilogramo"
Salsa Gallina Blanca pimienta verde 50g,,,"1,41 €",,"28,20 €/Kilogramo"
Salsa Gallina Blanca roquefort 23g,,,"1,59 €",,"69,13 €/Kilogramo"
Salsa Maggi jugoso al horno ajillo al toque perejil 36g,,,"0,99 €",,"27,50 €/Kilogramo"
Salsa Maggi jugoso al horno costillas a la barbacoa 30g,,,"0,99 €",,"33,00 €/Kilogramo"
Salsa Maggi jugoso al horno selección de hierbas provenzales 34g,,,"0,99 €",,"29,12 €/Kilogramo"
Fritada Ibsa de tomate del Bierzo frasco 430 g,,,"1,76 €",,"4,09 €/Kilogramo"
Pisto Ibsa con tomate 350 g,,,"1,75 €",,"5,00 €/Kilogramo"
Salsa sofrito Solís estilo casero 340 g,,,"1,79 €",,"5,26 €/Kilogramo"
Sofrito Ibsa de tomate frasco 350 g,,,"1,74 €",,"4,97 €/Kilogramo"
Tomate Frito Orlando Creaciones + cebolla caramelizada 495 g,,,"2,39 €",,"4,83 €/Kilogramo"
Tomate frito Solís casero ecológico 350 g,,,"2,29 €",,"6,54 €/Kilogramo"
Tomate Frito Solís Receta Artesana 350 g,,,"1,85 €",,"5,29 €/Kilogramo"
Tomate Froiz frito 3x210 g,,,"0,90 €",,"1,43 €/Kilogramo"
Tomate Froiz frito aceite de oliva cristal 530 g,,,"1,09 €",,"2,06 €/Kilogramo"
Tomate Froiz frito aceite girasol cristal 530 g,,,"0,99 €",,"1,87 €/Kilogramo"
Tomate Froiz frito brik 390 g,,,"0,56 €",,"1,44 €/Kilogramo"
Tomate Helios Ecológico Frito 300 g,,,"1,25 €",,"4,17 €/Kilogramo"
Tomate Helios frito cristal 570 g,,,"1,27 €",,"2,23 €/Kilogramo"
"Tomate Orlando frito 0,0 sin sal ni azúcares añadidos brik 350 g",,,"1,19 €",,"3,40 €/Kilogramo"
Tomate Orlando frito brik 350 g,,,"0,85 €",,"2,43 €/Kilogramo"
Tomate Orlando frito brik 3x212 g,,,"1,65 €",,"2,59 €/Kilogramo"
Tomate Orlando frito brik 780 g,,,"1,25 €",,"1,60 €/Kilogramo"
Tomate Orlando frito cristal frasco 295g,,,"0,89 €",,"3,02 €/Kilogramo"
Tomate Orlando frito oliva brik 3x212 g,,,"2,25 €",,"3,54 €/Kilogramo"
Tomate Solís casero frito bote 3x100 g,,,"1,85 €",,"6,17 €/Kilogramo"
Tomate Solís casero frito frasco 550 g,,,"2,25 €",,"4,09 €/Kilogramo"
Tomate Solís frito aceite de oliva frasco 360 g,,,"1,35 €",,"3,75 €/Kilogramo"
Tomate Solís frito frasco 360 g,,,"1,10 €",,"3,06 €/Kilogramo"
Tomate Solís frito frasco 725 g,,,"1,95 €",,"2,69 €/Kilogramo"
Tomate Solís frito lata 140 g,,,"0,52 €",,"3,71 €/Kilogramo"
"Agua Bezoya 1,5 l",,,"0,66 €",,"0,44 €/Litro"
Agua Bezoya 500 ml,,,"0,50 €",,"1,00 €/Litro"
Agua Bezoya Bag in Box 8 l,,,"3,25 €",,"0,41 €/Litro"
Agua Cabreiroá 1.5 l,,,"0,72 €",,"0,48 €/Litro"
Agua Cabreiroá Sport 75 cl,,,"0,69 €",,"0,92 €/Litro"
Agua con gas Alteza mineral 1.5 l,,,"0,31 €",,"0,21 €/Litro"
Agua con gas Cabreiroá Magma original pet 1 l,,,"1,55 €",,"1,55 €/Litro"
Agua con gas Fonter pet 1 l,,,"0,89 €",,"0,89 €/Litro"
Agua con gas Mondariz botella 33 cl,,,"0,77 €",,"2,33 €/Litro"
Agua con gas Pedras Salgadas limón 4x25 cl,,,"2,75 €",,"2,75 €/Litro"
Agua con gas San Pellegrino 1 l,,,"1,15 €",,"1,15 €/Litro"
Agua con gas Vichy Catalán 1 l,,,"1,29 €",,"1,29 €/Litro"
"Agua Font Vella 1,5 l",,,"0,65 €",,"0,43 €/Litro"
Agua Font Vella 50 cl,,,"0,57 €",,"1,14 €/Litro"
Agua Font Vella con gas 50 cl,,,"0,69 €",,"1,38 €/Litro"
Agua Font Vella garrafa 6.25 l,,,"2,19 €",,"0,35 €/Litro"
"Agua Font Vella Levité limón Zero 1,25 l",,,"1,45 €",,"1,16 €/Litro"
Agua Font Vella Limonada 1.25 l,,,"1,45 €",,"1,16 €/Litro"
"Agua Font Vella naranja 1,25 l",,,"1,45 €",,"1,16 €/Litro"
Agua Font Vella pocket tap 33 cl,,,"0,37 €",,"1,12 €/Litro"
Agua Font Vella Sensación limón 1.25 l,,,"1,45 €",,"1,16 €/Litro"
Agua Fontecelta 5 l,,,"1,05 €",,"0,21 €/Litro"
"Agua Fontiña 1,5 l",,,"0,22 €",,"0,15 €/Litro"
Agua Fontiña 5 l,,,"0,55 €",,"0,11 €/Litro"
Agua Fontiña 50 cl,,,"0,16 €",,"0,32 €/Litro"
"Agua Froiz 1,5 l",,,"0,29 €",,"0,19 €/Litro"
Agua Froiz 33 cl,,,"0,17 €",,"0,52 €/Litro"
Agua Froiz 5 l,,,"0,80 €",,"0,16 €/Litro"
Agua Froiz 50 cl,,,"0,21 €",,"0,42 €/Litro"
"Agua Mondariz 1,5 l",,,"0,60 €",,"0,40 €/Litro"
Agua Mondariz botellín 50 cl,,,"0,43 €",,"0,86 €/Litro"
"Agua Sana 1,5 l",,,"0,43 €",,"0,29 €/Litro"
Agua Solán de Cabras 1.5 l,,,"0,72 €",,"0,48 €/Litro"
Agua Solan de Cabras 5 l,,,"1,99 €",,"0,40 €/Litro"
"Agua Sousas 1,5 l",,,"0,41 €",,"0,27 €/Litro"
"Aquarius limón 1,5 l",,,"1,55 €",,"1,03 €/Litro"
Aquarius limón lata 33 cl,,,"0,73 €",,"2,21 €/Litro"
Aquarius limón Zero lata 33 cl,,,"0,80 €",,"2,42 €/Litro"
"Aquarius naranja 1,5 l",,,"1,55 €",,"1,03 €/Litro"
Aquarius naranja lata 33 cl,,,"0,73 €",,"2,21 €/Litro"
"Aquarius Zero limón pet 1,5 l",,,"1,80 €",,"1,20 €/Litro"
"Aquarius Zero naranja pet 1,5 l",,,"1,55 €",,"1,03 €/Litro"
Bebida Isotónica Froiz naranja 1.5 l,,,"0,85 €",,"0,57 €/Litro"
Burn lata 50 cl,,,"1,00 €",,"2,00 €/Litro"
Energy Drink Powerking lata 250 ml,,,"0,39 €",,"1,56 €/Litro"
Isostar limón bote 400 g,,,"8,79 €",,"21,98 €/Kilogramo"
Isostar limón pet 500 ml,,,"1,19 €",,"2,38 €/Litro"
Isostar naranja pet 500 ml,,,"1,19 €",,"2,38 €/Litro"
Monster Energy Green 500 ml,,,"1,24 €","1,42 €","2,48 €/Litro"
Monster Energy Mule 500 ml,,,"1,42 €",,"2,84 €/Litro"
Monster Energy Ultra Paradise 500 ml,,,"1,24 €","1,42 €","2,48 €/Litro"
Monster Energy Ultra White 500 ml,,,"1,24 €","1,42 €","2,48 €/Litro"
Monster Mango Loco 500 ml,,,"1,24 €","1,42 €","2,48 €/Litro"
Monster Rehab Lemonade 500 ml,,,"1,24 €","1,42 €","2,48 €/Litro"
Powerade Ice Storm pet 50 cl,,,"1,25 €",,"2,50 €/Litro"
Red Bull Energy lata 355ml,,,"1,87 €",,"5,27 €/Litro"
Red Bull lata 250ml,,,"1,49 €",,"5,96 €/Litro"
Red Bull Sugar Free lata 250ml,,,"1,49 €",,"5,96 €/Litro"
"Gaseosa Froiz 1,5 l",,,"0,49 €",,"0,33 €/Litro"
Gaseosa Froiz 500 ml,,,"0,35 €",,"0,70 €/Litro"
"Gaseosa La Casera 1,5 l",,,"1,10 €",,"0,73 €/Litro"
Gaseosa La Casera 50 cl,,,"0,75 €",,"1,50 €/Litro"
Gaseosa Super Nova 1.5 l,,,"0,35 €",,"0,23 €/Litro"
Gaseosa Super Nova 500 ml,,,"0,25 €",,"0,50 €/Litro"
Refresco Revoltosa Sifón 1.5 l,,,"1,09 €",,"0,73 €/Litro"
Bebida concentrada Dama de Baza granada 1 l,,,"3,10 €",,"3,10 €/Litro"
Bebida concentrada Dama de Baza lima 1 l,,,"3,10 €",,"3,10 €/Litro"
Bitter Kas 6x20 cl,,,"4,89 €",,"4,08 €/Litro"
Coca-Cola 2 l,,,"1,89 €",,"0,95 €/Litro"
Coca-Cola 50 cl,,,"1,25 €",,"2,50 €/Litro"
Coca-Cola lata 33 cl,,,"0,80 €",,"2,42 €/Litro"
Coca-Cola lata light 33 cl,,,"0,80 €",,"2,42 €/Litro"
Coca-Cola lata light pack-12x33cl,,,"9,36 €",,"2,36 €/Litro"
Coca-Cola lata pack-12x33 cl,,,"9,36 €",,"2,36 €/Litro"
Coca-Cola lata sin cafeína 33 cl,,,"0,80 €",,"2,42 €/Litro"
Coca-Cola lata Zero 33 cl,,,"0,80 €",,"2,42 €/Litro"
Coca-Cola lata Zero pack-12x33 cl,,,"9,36 €",,"2,36 €/Litro"
Coca-Cola lata Zero sin cafeína 33 cl,,,"0,80 €",,"2,42 €/Litro"
Coca-Cola light 2 l,,,"1,89 €",,"0,95 €/Litro"
Coca-cola pack 4x20 cl,,,"3,52 €",,"4,40 €/Litro"
Coca-Cola pack-2 2 l,,,"3,34 €","3,62 €","0,84 €/Litro"
Coca-Cola sin cafeína 2 l,,,"1,89 €",,"0,95 €/Litro"
Coca-Cola Zero 2 l,,,"1,89 €",,"0,95 €/Litro"
Coca-Cola Zero 50 cl,,,"1,25 €",,"2,50 €/Litro"
Coca-Cola Zero pack-2 2 l,,,"3,34 €","3,62 €","0,84 €/Litro"
Coca-Cola Zero Zero cafeína 2 l,,,"1,89 €",,"0,95 €/Litro"
Coca-Cola Zero Zero pack-2 2 l,,,"3,34 €","3,62 €","0,84 €/Litro"
Cola Alteza Cero 2 l,,,"0,65 €",,"0,33 €/Litro"
Cola Alteza Cero lata 33 cl,,,"0,29 €",,"0,88 €/Litro"
Cola Alteza regular lata 33 cl,,,"0,34 €",,"1,03 €/Litro"
Fanta lata limón 33 cl,,,"0,52 €","0,60 €","1,58 €/Litro"
Fanta lata naranja 33 cl,,,"0,52 €","0,60 €","1,58 €/Litro"
Fanta limón 2 l,,,"1,57 €",,"0,79 €/Litro"
Fanta naranja 2 l,,,"1,57 €",,"0,79 €/Litro"
Fanta naranja 50 cl,,,"1,20 €",,"2,40 €/Litro"
Fanta naranja Go lata 6x33 cl,,,"3,39 €",,"1,71 €/Litro"
Fanta naranja pack-2 2 l,,,"2,34 €",,"0,59 €/Litro"
Fanta naranja Zero 2 l,,,"1,57 €",,"0,79 €/Litro"
Fanta naranja Zero lata 33 cl,,,"0,52 €","0,60 €","1,58 €/Litro"
Fanta sandía sin azúcar lata 33 cl,,,"0,60 €",,"1,82 €/Litro"
Kas limón 2 l,,,"1,58 €",,"0,79 €/Litro"
Kas limón lata 33 cl,,,"0,58 €",,"1,76 €/Litro"
Kas limón lata 9x33 cl,,,"4,50 €",,"1,52 €/Litro"
Kas limón pack-2 2l,,,"2,39 €","2,98 €","0,60 €/Litro"
Kas limón sin azúcares añadidos 2 l,,,"1,50 €",,"0,75 €/Litro"
Kas manzana lata 33 cl,,,"0,58 €",,"1,76 €/Litro"
Kas naranja 2 l,,,"1,58 €",,"0,79 €/Litro"
Kas naranja lata 33 cl,,,"0,58 €",,"1,76 €/Litro"
Kas naranja lata 9x33 cl,,,"4,50 €",,"1,52 €/Litro"
Kas naranja pack-2 2 l,,,"2,39 €","2,98 €","0,60 €/Litro"
Kas naranja sin azúcares añadidos 2 l,,,"1,50 €",,"0,75 €/Litro"
Kombucha cúrcuma y jenjibre Santiveri Bio 500 ml,,,"3,59 €",,"7,18 €/Litro"
Kombucha original Santiveri Bio 500 ml,,,"3,59 €",,"7,18 €/Litro"
Limonada Don Simón light 1.5 l,,,"0,98 €",,"0,65 €/Litro"
"Nestea limón 1,5 l",,,"1,75 €",,"1,17 €/Litro"
Nestea limón lata 33 cl,,,"0,79 €",,"2,39 €/Litro"
"Nestea limón sin azúcar 1,5 l",,,"1,75 €",,"1,17 €/Litro"
Nestea limón sin azúcar lata 33 cl,,,"0,79 €",,"2,39 €/Litro"
Pepsi lata 33 cl,,,"0,64 €",,"1,94 €/Litro"
Pepsi light 1.75 l,,,"1,46 €",,"0,83 €/Litro"
Pepsi light s/cafeína 1.75 l,,,"1,46 €",,"0,83 €/Litro"
Pepsi Max Zero sin azúcar 1.75 l,,,"1,46 €",,"0,83 €/Litro"
Pepsi Max Zero sin azúcar lata 33 cl,,,"0,64 €",,"1,94 €/Litro"
Pepsi pack 2 1.75 l,,,"2,84 €",,"0,81 €/Litro"
Refresco Alteza naranja zumo 8% lata 33 cl,,,"0,32 €",,"0,97 €/Litro"
Refresco Alteza sin gas naranja 1.5 l,,,"0,86 €",,"0,57 €/Litro"
Refresco Alteza sin gas tropical 1.5 l,,,"0,87 €",,"0,58 €/Litro"
Refresco Appletiser manzana 4x275 ml,,,"2,92 €",,"2,65 €/Litro"
"Refresco de té Alteza limón 1,5 l",,,"0,75 €",,"0,50 €/Litro"
Refresco de té Alteza limón sin azúcar 1.5 l,,,"0,79 €",,"0,53 €/Litro"
"Refresco Sunny Delight Florida 1,25 l",,,"1,89 €",,"1,51 €/Litro"
Refresco Sunny Delight Florida 310 ml,,,"0,85 €",,"2,74 €/Litro"
Schweppes lata limón spirit 33 cl,,,"0,85 €",,"2,58 €/Litro"
Seven Up 2 l,,,"1,30 €",,"0,65 €/Litro"
Seven Up lata 33 cl,,,"0,50 €",,"1,52 €/Litro"
Sprite lata 33 cl,,,"0,49 €",,"1,48 €/Litro"
Super Nova 2 l cola,,,"0,65 €",,"0,33 €/Litro"
Super Nova 2 l limón,,,"0,70 €",,"0,35 €/Litro"
Super Nova 2 l naranja,,,"0,70 €",,"0,35 €/Litro"
"Té Don Simón Melocotón 1,5 litros",,,"1,25 €",,"0,83 €/Litro"
Tónica Alteza lata 33 cl,,,"0,30 €",,"0,91 €/Litro"
Tónica Fever-Tree Indian pack 4x200 ml,,,"5,59 €",,"6,99 €/Litro"
Tónica Froiz 1.5 l,,,"0,70 €",,"0,47 €/Litro"
Tónica Nordic Mist lata 250 ml,,,"0,56 €",,"2,24 €/Litro"
Tónica Schweppes 1 l,,,"1,80 €",,"1,80 €/Litro"
Tónica Schweppes botella 200 ml,,,"1,00 €",,"5,00 €/Litro"
